TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=100 F=POINT
1  0.3166763202E-03  0.1581211632E-03  0.2353038062E-14  0.8286779019E-05  0.8312753406E-03 -0.6234698349E-02  0.9143643943E-01  0.4902306289E-01 -0.6108714281E+00  0.3566772889E+00  0.1035955000E+02  0.9163742787E-01  0.7351358261E-02 -0.1440740418E-02 -0.6234698349E-02  0.9143643943E-01  0.0000000000E+00  0.0000000000E+00  0.4902306289E-01 -0.6108714281E+00  0.3566772889E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.9163742787E-01  0.7351358261E-02 -0.1440740418E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
2  0.2739399242E-03  0.1245474784E-03  0.9114937279E-04  0.9265507872E-05  0.7210915374E-03 -0.1301897798E-01  0.1948153482E+00  0.3635409664E-01 -0.1301505267E+01  0.7214700867E+00  0.1292080000E+02  0.1952297212E+00  0.5539707141E-02 -0.2805288387E-02 -0.1301897798E-01  0.1948153482E+00  0.0000000000E+00  0.0000000000E+00  0.3635409664E-01 -0.1301505267E+01  0.7214700867E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1952297212E+00  0.5539707141E-02 -0.2805288387E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
3  0.2325251242E-03  0.1096494642E-03  0.1853625845E-03  0.1362576715E-04  0.6139975679E-03 -0.1793496183E-01  0.2714840034E+00  0.2343162650E-01 -0.1811844784E+01  0.9684457342E+00  0.1547100000E+02  0.2720505874E+00  0.2940351083E-02 -0.3702007663E-02 -0.1793496183E-01  0.2714840034E+00  0.0000000000E+00  0.0000000000E+00  0.2343162650E-01 -0.1811844784E+01  0.9684457342E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2720505874E+00  0.2940351083E-02 -0.3702007663E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
4  0.2087407196E-03  0.1271893338E-03  0.2508779908E-03  0.1710746603E-04  0.5490955776E-03 -0.1976536049E-01  0.2984488776E+00  0.1145895471E+00 -0.1989027215E+01  0.1062142229E+01  0.1802000000E+02  0.2990743028E+00  0.1430356376E-01 -0.4118665346E-02 -0.1976536049E-01  0.2984488776E+00  0.0000000000E+00  0.0000000000E+00  0.1145895471E+00 -0.1989027215E+01  0.1062142229E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2990743028E+00  0.1430356376E-01 -0.4118665346E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
5  0.2103742612E-03  0.1586479674E-03  0.2774733706E-03  0.2311025634E-04  0.5437180619E-03 -0.1856325494E-01  0.2738743969E+00  0.3595939290E+00 -0.1821666124E+01  0.1024533910E+01  0.2060360000E+02  0.2744705873E+00  0.4698679686E-01 -0.4204336190E-02 -0.1856325494E-01  0.2738743969E+00  0.0000000000E+00  0.0000000000E+00  0.3595939290E+00 -0.1821666124E+01  0.1024533910E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2744705873E+00  0.4698679686E-01 -0.4204336190E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
6  0.2273977517E-03  0.1946584719E-03  0.2884685968E-03  0.3692678367E-04  0.5749975180E-03 -0.1566498284E-01  0.2190680413E+00  0.7026701201E+00 -0.1452074525E+01  0.9281984837E+00  0.2322760000E+02  0.2195876580E+00  0.9331485502E-01 -0.4178379104E-02 -0.1566498284E-01  0.2190680413E+00  0.0000000000E+00  0.0000000000E+00  0.7026701201E+00 -0.1452074525E+01  0.9281984837E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2195876580E+00  0.9331485502E-01 -0.4178379104E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
7  0.2293445794E-03  0.2276508307E-03  0.3011201338E-03  0.5597381090E-04  0.5611645226E-03 -0.1293434365E-01  0.1621859594E+00  0.1103780391E+01 -0.1066444247E+01  0.8665519771E+00  0.2586570000E+02  0.1626406204E+00  0.1478700683E+00 -0.4428460313E-02 -0.1293434365E-01  0.1621859594E+00  0.0000000000E+00  0.0000000000E+00  0.1103780391E+01 -0.1066444247E+01  0.8665519771E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1626406204E+00  0.1478700683E+00 -0.4428460313E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
8  0.2297771753E-03  0.2561948739E-03  0.3086562030E-03  0.8190639899E-04  0.5410565248E-03 -0.1141314330E-01  0.1187660135E+00  0.1518397018E+01 -0.7724138238E+00  0.8714483683E+00  0.2852140000E+02  0.1192005666E+00  0.2061235568E+00 -0.5181769101E-02 -0.1141314330E-01  0.1187660135E+00  0.0000000000E+00  0.0000000000E+00  0.1518397018E+01 -0.7724138238E+00  0.8714483683E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1192005666E+00  0.2061235568E+00 -0.5181769101E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
9  0.2434347402E-03  0.2774950928E-03  0.3086613845E-03  0.1130429828E-03  0.5617661313E-03 -0.1102865244E-01  0.8898959162E-01  0.1915961219E+01 -0.5738092978E+00  0.9175736944E+00  0.3120160000E+02  0.8944482955E-01  0.2638879118E+00 -0.6356182683E-02 -0.1102865244E-01  0.8898959162E-01  0.0000000000E+00  0.0000000000E+00  0.1915961219E+01 -0.5738092978E+00  0.9175736944E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.8944482955E-01  0.2638879118E+00 -0.6356182683E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
10  0.2615052191E-03  0.2848133746E-03  0.3037922330E-03  0.1409533978E-03  0.5965800206E-03 -0.1111713611E-01  0.6686910783E-01  0.2268572982E+01 -0.4310515587E+00  0.9674262210E+00  0.3389880000E+02  0.6735929199E-01  0.3169873626E+00 -0.7602241762E-02 -0.1111713611E-01  0.6686910783E-01  0.0000000000E+00  0.0000000000E+00  0.2268572982E+01 -0.4310515587E+00  0.9674262210E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6735929199E-01  0.3169873626E+00 -0.7602241762E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
