TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "Simulation_Time"
ZONE I=5 F=POINT
1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.3188800000E+01
2  0.4534053522E-05  0.1813942751E-04  0.0000000000E+00  0.3098965101E-06  0.3629593729E-04  0.4989600000E+01
3  0.8620794788E-04  0.2399941492E-03  0.8750210195E-04  0.2471313564E-04  0.4718802741E-03  0.6834900000E+01
4  0.6654766252E-03  0.3737963849E-03  0.1183108743E-02  0.3344538827E-03  0.5357818359E-03  0.8629400000E+01
5  0.8683766362E-03  0.3713545285E-03  0.1096412537E-02  0.3578038318E-03  0.6234634332E-03  0.1043790000E+02
