TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=1 F=POINT
1  0.1414278199E-04  0.7070313988E-05  0.7829308953E-16  0.1234127897E-06  0.3712480272E-04  0.8041312415E+00  0.8962511145E+00  0.1819373116E+01 -0.1504698664E+01 -0.2688329495E+01  0.1940390000E+02  0.8820805858E+00 -0.5374635746E+00  0.8196505071E+00  0.8041312415E+00  0.8962511145E+00  0.0000000000E+00  0.0000000000E+00  0.1819373116E+01 -0.1504698664E+01 -0.2688329495E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.8820805858E+00 -0.5374635746E+00  0.8196505071E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
