TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=25 F=POINT
11  0.7134466465E-03  0.4799520814E-03  0.4611269655E-03  0.8337504047E-03  0.1786534421E-02  0.1184920396E+01  0.1630964155E+01  0.3583080762E+02 -0.9985889812E+01  0.3568499182E+02  0.3781000521E+02  0.1610036039E+01  0.8648046083E+01  0.1213204176E+01  0.1184920396E+01  0.1630964155E+01  0.0000000000E+00  0.0000000000E+00  0.3583080762E+02 -0.9985889812E+01  0.3568499182E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1610036039E+01  0.8648046083E+01  0.1213204176E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
12  0.5561783744E-03  0.4350856873E-03  0.4556417574E-03  0.6418143213E-03  0.1365314876E-02  0.1123282690E+01  0.1468330578E+01  0.3555444520E+02 -0.9060416718E+01  0.3496260463E+02  0.4072948021E+02  0.1448502958E+01  0.8719957829E+01  0.1148737510E+01  0.1123282690E+01  0.1468330578E+01  0.0000000000E+00  0.0000000000E+00  0.3555444520E+02 -0.9060416718E+01  0.3496260463E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1448502958E+01  0.8719957829E+01  0.1148737510E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
13  0.4278015123E-03  0.3975207648E-03  0.4262278220E-03  0.4634033491E-03  0.1014026121E-02  0.1070358081E+01  0.1325299553E+01  0.3527050067E+02 -0.8246761983E+01  0.3428843391E+02  0.4361440521E+02  0.1306417379E+01  0.8809721219E+01  0.1093324727E+01  0.1070358081E+01  0.1325299553E+01  0.0000000000E+00  0.0000000000E+00  0.3527050067E+02 -0.8246761983E+01  0.3428843391E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1306417379E+01  0.8809721219E+01  0.1093324727E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
14  0.3605778230E-03  0.3649065699E-03  0.3575195842E-03  0.3205110257E-03  0.8376001892E-03  0.1012642126E+01  0.1182183303E+01  0.3484251171E+02 -0.7427880784E+01  0.3356016265E+02  0.4650198021E+02  0.1164330208E+01  0.8887404015E+01  0.1033119839E+01  0.1012642126E+01  0.1182183303E+01  0.0000000000E+00  0.0000000000E+00  0.3484251171E+02 -0.7427880784E+01  0.3356016265E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1164330208E+01  0.8887404015E+01  0.1033119839E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
15  0.3365801134E-03  0.3333239848E-03  0.2614203926E-03  0.2277640400E-03  0.8006096959E-03  0.9450322472E+00  0.1034088594E+01  0.3414760424E+02 -0.6564162767E+01  0.3267827351E+02  0.4933618021E+02  0.1017438011E+01  0.8911507275E+01  0.9629356486E+00  0.9450322472E+00  0.1034088594E+01  0.0000000000E+00  0.0000000000E+00  0.3414760424E+02 -0.6564162767E+01  0.3267827351E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1017438011E+01  0.8911507275E+01  0.9629356486E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
16  0.3114395617E-03  0.3023934362E-03  0.1759598666E-03  0.1819119501E-03  0.7656756934E-03  0.8566184292E+00  0.8614905313E+00  0.3294009461E+02 -0.5529650173E+01  0.3140078188E+02  0.5226898021E+02  0.8464092691E+00  0.8838043216E+01  0.8715230450E+00  0.8566184292E+00  0.8614905313E+00  0.0000000000E+00  0.0000000000E+00  0.3294009461E+02 -0.5529650173E+01  0.3140078188E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.8464092691E+00  0.8838043216E+01  0.8715230450E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
17  0.2657612164E-03  0.2702092203E-03  0.1320973451E-03  0.1568823630E-03  0.6717212361E-03  0.7594159167E+00  0.6862537538E+00  0.3129042874E+02 -0.4455852372E+01  0.2979862018E+02  0.5515120521E+02  0.6728955988E+00  0.8651416307E+01  0.7712770334E+00  0.7594159167E+00  0.6862537538E+00  0.0000000000E+00  0.0000000000E+00  0.3129042874E+02 -0.4455852372E+01  0.2979862018E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6728955988E+00  0.8651416307E+01  0.7712770334E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
18  0.2129121582E-03  0.2406719335E-03  0.1307731376E-03  0.1383629811E-03  0.5478828235E-03  0.6522771611E+00  0.5039313646E+00  0.2909646013E+02 -0.3325070515E+01  0.2777140789E+02  0.5809588021E+02  0.4924708073E+00  0.8329798720E+01  0.6609726312E+00  0.6522771611E+00  0.5039313646E+00  0.0000000000E+00  0.0000000000E+00  0.2909646013E+02 -0.3325070515E+01  0.2777140789E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.4924708073E+00  0.8329798720E+01  0.6609726312E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
19  0.1642611789E-03  0.2114380324E-03  0.1332236118E-03  0.1237872875E-03  0.4245073364E-03  0.5564724974E+00  0.3463394221E+00  0.2680484045E+02 -0.2356047734E+01  0.2570781585E+02  0.6099920521E+02  0.3365748887E+00  0.7938815620E+01  0.5624322003E+00  0.5564724974E+00  0.3463394221E+00  0.0000000000E+00  0.0000000000E+00  0.2680484045E+02 -0.2356047734E+01  0.2570781585E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.3365748887E+00  0.7938815620E+01  0.5624322003E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
20  0.1299849722E-03  0.1848671109E-03  0.1251024263E-03  0.1137337495E-03  0.3301149884E-03  0.4777597508E+00  0.2181243051E+00  0.2464009717E+02 -0.1610194912E+01  0.2378727829E+02  0.6404460521E+02  0.2097530264E+00  0.7514701207E+01  0.4814937797E+00  0.4777597508E+00  0.2181243051E+00  0.0000000000E+00  0.0000000000E+00  0.2464009717E+02 -0.1610194912E+01  0.2378727829E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2097530264E+00  0.7514701207E+01  0.4814937797E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
21  0.1074798103E-03  0.1604580122E-03  0.1085067287E-03  0.1053342685E-03  0.2638921936E-03  0.4336499566E+00  0.1435617476E+00  0.2320781672E+02 -0.1256458973E+01  0.2250970066E+02  0.6692510521E+02  0.1359716472E+00  0.7169195478E+01  0.4360894076E+00  0.4336499566E+00  0.1435617476E+00  0.0000000000E+00  0.0000000000E+00  0.2320781672E+02 -0.1256458973E+01  0.2250970066E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1359716472E+00  0.7169195478E+01  0.4360894076E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
22  0.9430642603E-04  0.1405873212E-03  0.8989612660E-04  0.9888997397E-04  0.2262417460E-03  0.4292704644E+00  0.1271761694E+00  0.2285154540E+02 -0.1351095720E+01  0.2212933059E+02  0.6986380521E+02  0.1196649973E+00  0.6961276372E+01  0.4314246146E+00  0.4292704644E+00  0.1271761694E+00  0.0000000000E+00  0.0000000000E+00  0.2285154540E+02 -0.1351095720E+01  0.2212933059E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1196649973E+00  0.6961276372E+01  0.4314246146E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
23  0.8569945151E-04  0.1244217823E-03  0.7368155149E-04  0.9563647667E-04  0.2066732083E-03  0.4645588925E+00  0.1697595851E+00  0.2373893058E+02 -0.1871326549E+01  0.2276307623E+02  0.7292690521E+02  0.1616260593E+00  0.6945170248E+01  0.4674508512E+00  0.4645588925E+00  0.1697595851E+00  0.0000000000E+00  0.0000000000E+00  0.2373893058E+02 -0.1871326549E+01  0.2276307623E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1616260593E+00  0.6945170248E+01  0.4674508512E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
24  0.7900966891E-04  0.1126586651E-03  0.6518077025E-04  0.9428759330E-04  0.1945189363E-03  0.5359590479E+00  0.2664656045E+00  0.2589104835E+02 -0.2773163049E+01  0.2440115792E+02  0.7602930521E+02  0.2570712454E+00  0.7135568349E+01  0.5405278847E+00  0.5359590479E+00  0.2664656045E+00  0.0000000000E+00  0.0000000000E+00  0.2589104835E+02 -0.2773163049E+01  0.2440115792E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2570712454E+00  0.7135568349E+01  0.5405278847E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
25  0.7248505605E-04  0.1047011254E-03  0.6445375452E-04  0.9187998652E-04  0.1818684347E-03  0.6253865229E+00  0.3939050470E+00  0.2875430667E+02 -0.3837918459E+01  0.2660420711E+02  0.7907301146E+02  0.3829305536E+00  0.7477114916E+01  0.6321658645E+00  0.6253865229E+00  0.3939050470E+00  0.0000000000E+00  0.0000000000E+00  0.2875430667E+02 -0.3837918459E+01  0.2660420711E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.3829305536E+00  0.7477114916E+01  0.6321658645E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
