TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=25 F=POINT
1  0.4077781591E-02  0.2037006182E-02  0.1537193481E-03  0.1156109403E-02  0.1070472386E-01  0.1609352259E+01  0.2990567081E+01  0.1887073192E+02 -0.1601140337E+02  0.2200678781E+02  0.7222517708E+01  0.2962024534E+01  0.3813628452E+01  0.1661299739E+01  0.1609352259E+01  0.2990567081E+01  0.0000000000E+00  0.0000000000E+00  0.1887073192E+02 -0.1601140337E+02  0.2200678781E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2962024534E+01  0.3813628452E+01  0.1661299739E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
2  0.2985442515E-02  0.1521014618E-02  0.3780000585E-03  0.2626682985E-02  0.7821066409E-02  0.2580529927E+01  0.4819485981E+01  0.2786916243E+02 -0.2541441876E+02  0.3273122830E+02  0.1031110521E+02  0.4773715493E+01  0.5529979799E+01  0.2664248528E+01  0.2580529927E+01  0.4819485981E+01  0.0000000000E+00  0.0000000000E+00  0.2786916243E+02 -0.2541441876E+02  0.3273122830E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.4773715493E+01  0.5529979799E+01  0.2664248528E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
3  0.2290514275E-02  0.1174850364E-02  0.4738154057E-03  0.2716052179E-02  0.5971154313E-02  0.2929309805E+01  0.5455310847E+01  0.3064486969E+02 -0.2858389145E+02  0.3585368968E+02  0.1328010521E+02  0.5403356471E+01  0.6094363423E+01  0.3024071959E+01  0.2929309805E+01  0.5455310847E+01  0.0000000000E+00  0.0000000000E+00  0.3064486969E+02 -0.2858389145E+02  0.3585368968E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.5403356471E+01  0.6094363423E+01  0.3024071959E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
4  0.1680160345E-02  0.8900038718E-03  0.5232191560E-03  0.2286701649E-02  0.4350712848E-02  0.2772330401E+01  0.5094089504E+01  0.3045330137E+02 -0.2678594040E+02  0.3488096176E+02  0.1620993021E+02  0.5044929813E+01  0.6219195374E+01  0.2860812282E+01  0.2772330401E+01  0.5094089504E+01  0.0000000000E+00  0.0000000000E+00  0.3045330137E+02 -0.2678594040E+02  0.3488096176E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.5044929813E+01  0.6219195374E+01  0.2860812282E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
5  0.1488372314E-02  0.8083779730E-03  0.5274184986E-03  0.1824267238E-02  0.3840864859E-02  0.2400234498E+01  0.4295519249E+01  0.3053289952E+02 -0.2293542546E+02  0.3377413320E+02  0.1928180521E+02  0.4252975153E+01  0.6503848615E+01  0.2474836079E+01  0.2400234498E+01  0.4295519249E+01  0.0000000000E+00  0.0000000000E+00  0.3053289952E+02 -0.2293542546E+02  0.3377413320E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.4252975153E+01  0.6503848615E+01  0.2474836079E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
6  0.1368307204E-02  0.7534878927E-03  0.5229919429E-03  0.1567671863E-02  0.3522919075E-02  0.2029183984E+01  0.3494627135E+01  0.3196172552E+02 -0.1918150423E+02  0.3417837132E+02  0.2238330521E+02  0.3458680743E+01  0.7083716645E+01  0.2089864582E+01  0.2029183984E+01  0.3494627135E+01  0.0000000000E+00  0.0000000000E+00  0.3196172552E+02 -0.1918150423E+02  0.3417837132E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.3458680743E+01  0.7083716645E+01  0.2089864582E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
7  0.1238301949E-02  0.6915376262E-03  0.5196685351E-03  0.1448908362E-02  0.3176626808E-02  0.1741961391E+01  0.2870342310E+01  0.3398599938E+02 -0.1629701750E+02  0.3552125216E+02  0.2547240521E+02  0.2839503725E+01  0.7739879795E+01  0.1791790462E+01  0.1741961391E+01  0.2870342310E+01  0.0000000000E+00  0.0000000000E+00  0.3398599938E+02 -0.1629701750E+02  0.3552125216E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2839503725E+01  0.7739879795E+01  0.1791790462E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
8  0.1115761385E-02  0.6346872645E-03  0.5092304281E-03  0.1329030712E-02  0.2849630767E-02  0.1534800278E+01  0.2420864758E+01  0.3551155449E+02 -0.1417005850E+02  0.3660578869E+02  0.2856700521E+02  0.2393710090E+01  0.8229009751E+01  0.1576816437E+01  0.1534800278E+01  0.2420864758E+01  0.0000000000E+00  0.0000000000E+00  0.3551155449E+02 -0.1417005850E+02  0.3660578869E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2393710090E+01  0.8229009751E+01  0.1576816437E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
9  0.9977189011E-03  0.5829696563E-03  0.4887011912E-03  0.1182482977E-02  0.2536407710E-02  0.1382306169E+01  0.2089099026E+01  0.3613169257E+02 -0.1249804869E+02  0.3685037991E+02  0.3162179635E+02  0.2064656277E+01  0.8485529217E+01  0.1418555442E+01  0.1382306169E+01  0.2089099026E+01  0.0000000000E+00  0.0000000000E+00  0.3613169257E+02 -0.1249804869E+02  0.3685037991E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2064656277E+01  0.8485529217E+01  0.1418555442E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
10  0.8654031490E-03  0.5307561633E-03  0.4689323242E-03  0.1017338630E-02  0.2187657108E-02  0.1268295340E+01  0.1832682502E+01  0.3610013406E+02 -0.1111762236E+02  0.3640674033E+02  0.3470090521E+02  0.1810268570E+01  0.8589693744E+01  0.1300086892E+01  0.1268295340E+01  0.1832682502E+01  0.0000000000E+00  0.0000000000E+00  0.3610013406E+02 -0.1111762236E+02  0.3640674033E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1810268570E+01  0.8589693744E+01  0.1300086892E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
