TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=100 F=POINT
1  0.7060939563E-04  0.3530469781E-04  0.5746361829E-15  0.5592647209E-15  0.1853496635E-03 -0.1724348486E+00  0.3199601927E+01  0.1431804959E+01 -0.1124619423E+02  0.7584483075E+01  0.1452193802E+02  0.3199601927E+01  0.4420287300E+00 -0.1724348486E+00 -0.1724348486E+00  0.3199601927E+01  0.0000000000E+00  0.0000000000E+00  0.1431804959E+01 -0.1124619423E+02  0.7584483075E+01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.3199601927E+01  0.4420287300E+00 -0.1724348486E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
2  0.5345945151E-04  0.2410118361E-04  0.3338482880E-04  0.3512198281E-05  0.1413529587E-03 -0.2904539200E+00  0.5365129110E+01  0.1092877987E+01 -0.1873179425E+02  0.1134917168E+02  0.1579796510E+02  0.5365129110E+01  0.3464103992E+00 -0.2904539200E+00 -0.2904539200E+00  0.5365129110E+01  0.0000000000E+00  0.0000000000E+00  0.1092877987E+01 -0.1873179425E+02  0.1134917168E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.5365129110E+01  0.3464103992E+00 -0.2904539200E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
3  0.4778297704E-04  0.2640765281E-04  0.5280941220E-04  0.5288837621E-05  0.1255932963E-03 -0.3200619778E+00  0.6097672902E+01  0.1278206663E+01 -0.2116063844E+02  0.1241787196E+02  0.1705551510E+02  0.6097672902E+01  0.3781541561E+00 -0.3200619778E+00 -0.3200619778E+00  0.6097672902E+01  0.0000000000E+00  0.0000000000E+00  0.1278206663E+01 -0.2116063844E+02  0.1241787196E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.6097672902E+01  0.3781541561E+00 -0.3200619778E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
4  0.5288490857E-04  0.3502640828E-04  0.6217819745E-04  0.6795688640E-05  0.1368059675E-03 -0.2724887419E+00  0.5519980107E+01  0.2542125923E+01 -0.1907122857E+02  0.1179212550E+02  0.1832536510E+02  0.5519980107E+01  0.6970557042E+00 -0.2724887419E+00 -0.2724887419E+00  0.5519980107E+01  0.0000000000E+00  0.0000000000E+00  0.2542125923E+01 -0.1907122857E+02  0.1179212550E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.5519980107E+01  0.6970557042E+00 -0.2724887419E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
5  0.6053431538E-04  0.4649667483E-04  0.7215941018E-04  0.9825050414E-05  0.1547535338E-03 -0.1988401332E+00  0.4474003092E+01  0.4373851425E+01 -0.1536747187E+02  0.1080611953E+02  0.1960311510E+02  0.4474003092E+01  0.1163517226E+01 -0.1988401332E+00 -0.1988401332E+00  0.4474003092E+01  0.0000000000E+00  0.0000000000E+00  0.4373851425E+01 -0.1536747187E+02  0.1080611953E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.4474003092E+01  0.1163517226E+01 -0.1988401332E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
6  0.6499615814E-04  0.6176036334E-04  0.8533673485E-04  0.1466050341E-04  0.1626298935E-03 -0.1263225163E+00  0.3527276898E+01  0.6616952424E+01 -0.1201852460E+02  0.1027462772E+02  0.2087714010E+02  0.3527276898E+01  0.1738675249E+01 -0.1263225163E+00 -0.1263225163E+00  0.3527276898E+01  0.0000000000E+00  0.0000000000E+00  0.6616952424E+01 -0.1201852460E+02  0.1027462772E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.3527276898E+01  0.1738675249E+01 -0.1263225163E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
7  0.6874156059E-04  0.7966080335E-04  0.9800951879E-04  0.2238466285E-04  0.1668928633E-03 -0.5695738364E-01  0.2846827442E+01  0.9343907378E+01 -0.9623505581E+01  0.1033742390E+02  0.2215201510E+02  0.2846827442E+01  0.2448722162E+01 -0.5695738364E-01 -0.5695738364E-01  0.2846827442E+01  0.0000000000E+00  0.0000000000E+00  0.9343907378E+01 -0.9623505581E+01  0.1033742390E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2846827442E+01  0.2448722162E+01 -0.5695738364E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
8  0.7257322840E-04  0.9545124780E-04  0.1065215079E-03  0.3298880200E-04  0.1696236966E-03  0.1800884149E-01  0.2359423233E+01  0.1268266402E+02 -0.7948350293E+01  0.1082057718E+02  0.2343009010E+02  0.2359423233E+01  0.3341374731E+01  0.1800884149E-01  0.1800884149E-01  0.2359423233E+01  0.0000000000E+00  0.0000000000E+00  0.1268266402E+02 -0.7948350293E+01  0.1082057718E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2359423233E+01  0.3341374731E+01  0.1800884149E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
9  0.7670317178E-04  0.1037481053E-03  0.1075945373E-03  0.4430903889E-04  0.1720124707E-03  0.1024182046E+00  0.1952732165E+01  0.1656218580E+02 -0.6608536571E+01  0.1155558935E+02  0.2470516510E+02  0.1952732165E+01  0.4419214841E+01  0.1024182046E+00  0.1024182046E+00  0.1952732165E+01  0.0000000000E+00  0.0000000000E+00  0.1656218580E+02 -0.6608536571E+01  0.1155558935E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1952732165E+01  0.4419214841E+01  0.1024182046E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
10  0.8236516008E-04  0.1024259132E-03  0.1012344559E-03  0.5312730329E-04  0.1805126950E-03  0.1892681259E+00  0.1575897044E+01  0.2055896483E+02 -0.5414281832E+01  0.1242950948E+02  0.2598366510E+02  0.1575897044E+01  0.5592838470E+01  0.1892681259E+00  0.1892681259E+00  0.1575897044E+01  0.0000000000E+00  0.0000000000E+00  0.2055896483E+02 -0.5414281832E+01  0.1242950948E+02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.1575897044E+01  0.5592838470E+01  0.1892681259E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
